4-20mA,,ESET 0181 Terms,,,,,,,
61131-3 PLC Programming,,,,,Proposed ICS KU,,,,
Acceptable use policy (AUP),Security+ Glossary,,,,,,,,
Safety/Hazards,,,,,Proposed ICS KU,,,,
Salt,Security+ Glossary,,,,,,,,
Sandboxing,Security+ Glossary,,,,,,,,
Sanitize,Security+ Glossary,,,,,,,,
SCADA Systems,,,,,Proposed ICS KU,,,,
Scientific Apparatus Makers Association Diagrams (SAMA),,,,,Proposed ICS KU,,,,
Script kiddie,Security+ Glossary,,,,,,,,
Secure Communication Protocols,,,,CSEC17 KU,,,,,
Secure DevOps,Security+ Glossary,,,,,,,,
Secure Programming Practices (SPP),,,,,,,NCAE KU,,
Secure Shell (SSH),Security+ Glossary,,,,,,,,
Secure Sockets Layer (SSL),Security+ Glossary,,,,,,,,
Security Assessments/Testing,,ESET 0181 Terms,,,,,,,
Security Governance & Policy,,,,CSEC17 KU,,,,,
Security Information and Event Management (SIEM),Security+ Glossary,,,,,,,,
Security Lifecycle,,,,,,ISA Cybersecurity Tags,,,
Security Operations,,,,CSEC17 KU,,,,,
Security Operations Center (SOC),,ESET 0181 Terms,,,,,,,
Security Operations Center Operator,,ESET 0181 Terms,,,,,,,
Security Program Management (SPM),,,,CSEC17 KU,,,NCAE KU,,
Security Risk Analysis (SRA),,,,,,,NCAE KU,,
Self Encrypting Drive (SED),Security+ Glossary,,,,,,,,
Sensing Elements/Transmitters/Transducers,,,,,Proposed ICS KU,,,,
Server Rack/Room,,ESET 0181 Terms,,,,,,,
Service account,Security+ Glossary,,,,,,,,
Service Level Agreement (SLA),Security+ Glossary,,,,,,,,
Session hijacking,Security+ Glossary,,,,,,,,
Shift Supervisor,,ESET 0181 Terms,,,,,,,
Shodan,,ESET 0181 Terms,,,,,,,
Shoulder surfing,Security+ Glossary,,,,,,,,
Signature based,Security+ Glossary,,,,,,,,
Simple Cycle Power Plant,,,Intro to Energy Systems,,,,,,
Single point of failure,Security+ Glossary,,,,,,,,
Single Sign On (SSO),Security+ Glossary,,,,,,,,
Smart grid ,,ESET 0181 Terms,,,,,,,
Snapshot,Security+ Glossary,,,,,,,,
Social and Behavioral Privacy,,,,CSEC17 KU,,,,,
Social Engineering,Security+ Glossary,ESET 0181 Terms,,CSEC17 KU,,,,,
SoftPLC,,ESET 0181 Terms,,,,,,,
Software Analysis and Testing,,,,CSEC17 KU,,,,,
Software as a Service (SaaS),Security+ Glossary,,,,,,,,
Software Assurance (SAS),,,,,,,NCAE KU,,
Software Defined Network (SDN),Security+ Glossary,,,,,,,,
Software Deployment and Maintenance,,,,CSEC17 KU,,,,,
Software Design,,,,CSEC17 KU,,,,,
Software Documentation,,,,CSEC17 KU,,,,,
Software Ethics,,,,CSEC17 KU,,,,,
Software Fundamental Principles,,,,CSEC17 KU,,,,,
Software Implementation,,,,CSEC17 KU,,,,,
Software Reverse Engineering (SRE),,,,,,,NCAE KU,,
Software Security Analysis (SSA),,,,,,,NCAE KU,,
Solar,,,Intro to Energy Systems,,,,,,
Solar Thermal,,,Intro to Energy Systems,,,,,,
Spam,Security+ Glossary,,,,,,,,
Spear phishing,Security+ Glossary,,,,,,,,
Spyware,Security+ Glossary,,,,,,,,
Standard Operating Procedures (SOPs),Security+ Glossary,,,,,,,,
Stapling,Security+ Glossary,,,,,,,,
Steam turbines,,,Intro to Energy Systems,,,,,,
Stefan Boltzmann law of thermal radiation,,,Intro to Energy Systems,,,,,,
Steganography,Security+ Glossary,,,,,,,,
Storage,,ESET 0181 Terms,,,,,,,
Stream cipher,Security+ Glossary,,,,,,,,
Subnetting,,ESET 0181 Terms,,,,,,,
Substitution cipher,Security+ Glossary,,,,,,,,
Supply Chain,,,,,,ISA Cybersecurity Tags,,,
Supply chain assessment,Security+ Glossary,,,,,,,,
Supply chain compromise,,ESET 0181 Terms,,,,,,,
Supply Chain Security (SCS),,,,,,,NCAE KU,,
Switch,,ESET 0181 Terms,,,,,,,
System Access,,,,CSEC17 KU,,,,,
System Control,,,,CSEC17 KU,,,,,
System integration,,ESET 0181 Terms,,,,,,,
System Integrity,,,,,,ISA Cybersecurity Tags,,,
System Management,,,,CSEC17 KU,,,,,
System Retirement,,,,CSEC17 KU,,,,,
System sprawl,Security+ Glossary,,,,,,,,
System Testing,,,,CSEC17 KU,,,,,
System Thinking,,,,CSEC17 KU,,,,,
Systems Administration,,,,CSEC17 KU,,,,,
Systems Administrator,,ESET 0181 Terms,,,,,,,
Systems Analyst,,ESET 0181 Terms,,,,,,,
Systems Certification and Accreditation (SCA),,,,,,,NCAE KU,,
Systems integrator,,ESET 0181 Terms,,,,,,,
Systems Programming (SPG),,,,,,,NCAE KU,,
Systems Security Engineering (SSE),,,,,,,NCAE KU,,
Tabletop exercise,Security+ Glossary,,,,,,,,
TACACS+,Security+ Glossary,,,,,,,,
Tailgating,Security+ Glossary,,,,,,,,
Tcpdump,Security+ Glossary,,,,,,,,
Technical controls,Security+ Glossary,,,,,,,,
Technical Documentation,,ESET 0181 Terms,,,,,,,
Technician Laptop,,ESET 0181 Terms,,,,,,,
Terminal Access Point (TAP),Security+ Glossary,ESET 0181 Terms,,,,,,,
Thermal Expansion,,,Intro to Energy Systems,,,,,,
Thermodynamic cycles,,,Intro to Energy Systems,,,,,,
Thermodynamic Laws,,,Intro to Energy Systems,,,,,,
Thermodynamics,,,Intro to Energy Systems,,,,,,
Threat,Security+ Glossary,,,,,,,,
Threat Actor,,,,,,,,Risk Management,
Threat assessment,Security+ Glossary,,,,,,,,
Threat Intelligence,Security+ Glossary,ESET 0181 Terms,,,,,,,
Token,Security+ Glossary,,,,,,,,
Transformers,,,,,Proposed ICS KU,,,,
Transmission Control Protocol Internet Protocol (TCP/IP),,ESET 0181 Terms,,,,,,,
Transport Layer Security (TLS) ,Security+ Glossary,,,,,,,,
Trojan,Security+ Glossary,,,,,,,,
Troubleshooting ,,ESET 0181 Terms,,,,,,,
Trusted Operating System,Security+ Glossary,,,,,,,,
Turbulent Flow,,,Intro to Energy Systems,,,,,,
Two Factor Authentication (2FA),,ESET 0181 Terms,,,,,,,
Type I Error,,,,,,,,Statistics,
TYPE I hypervisors,Security+ Glossary,,,,,,,,
Type II Error,,,,,,,,Statistics,
Type II hypervisors,Security+ Glossary,,,,,,,,
Typo squatting,Security+ Glossary,,,,,,,,
Unified Extensible Firmware Interface (UEFI) ,Security+ Glossary,ESET 0181 Terms,,,,,,,
Unified Threat Management (UTM) ,Security+ Glossary,,,,,,,,
Universal Serial Bus (USB),,ESET 0181 Terms,,,,,,,
Unmanaged Switch,,ESET 0181 Terms,,,,,,,
Upgrade Software,,ESET 0181 Terms,,,,,,,
URL hijacking,Security+ Glossary,,,,,,,,
Usable Security and Privacy,,,,CSEC17 KU,,,,,
Use case,Security+ Glossary,,,,,,,,
User Management,,ESET 0181 Terms,,,,,,,
Valves,,,,,Proposed ICS KU,,,,
Variable,,ESET 0181 Terms,,,,,,,
Variable Frequency Drives,,,,,Proposed ICS KU,,,,
Vendor diversity,Security+ Glossary,,,,,,,,
Version control,Security+ Glossary,,,,,,,,
Virtual appliance,,ESET 0181 Terms,,,,,,,
Virtual Desktop Infrastructure (VDI),Security+ Glossary,,,,,,,,
Virtual Local Area Network (VLAN),,ESET 0181 Terms,,,,,,,
Virtual machine,,ESET 0181 Terms,,,,,,,
Virtual network,,ESET 0181 Terms,,,,,,,
Virtual Private Network (VPN),Security+ Glossary,ESET 0181 Terms,,,,ISA Cybersecurity Tags,,,
Virtualization,Security+ Glossary,,,,,,,,
Virtualization Technologies (VTT),,,,,,,NCAE KU,,
Virus,Security+ Glossary,,,,,,,,
Viscosity,,,Intro to Energy Systems,,,,,,
VLAN,Security+ Glossary,,,,,,,,
VM escape,Security+ Glossary,,,,,,,,
VM sprawl,Security+ Glossary,,,,,,,,
Vulnerability,Security+ Glossary,,,,,,,,
Vulnerability Analysis (VLA),,,,,,,NCAE KU,,
Vulnerability Assessment,,ESET 0181 Terms,,,,ISA Cybersecurity Tags,,,
Vulnerability scanner,Security+ Glossary,,,,,,,,
Warm site,Security+ Glossary,,,,,,,,
Waste to Energy,,,Intro to Energy Systems,,,,,,
Water turbines,,,Intro to Energy Systems,,,,,,
Waterfall,Security+ Glossary,,,,,,,,
Watering hole attack,,,,,,,,,
Wearable technology,Security+ Glossary,,,,,,,,
Web application firewall,Security+ Glossary,,,,,,,,
Web Application Security (WAS),,,,,,,NCAE KU,,
Web Browser,,ESET 0181 Terms,,,,,,,
Web Server,,ESET 0181 Terms,,,,,,,
Whaling,Security+ Glossary,,,,,,,,
White box test,Security+ Glossary,,,,,,,,
WiFi Protected Access (WPA),Security+ Glossary,,,,,,,,
WiFi,,ESET 0181 Terms,,,,,,,
Windows,,ESET 0181 Terms,,,,,,,
Windows Domain Controller,,ESET 0181 Terms,,,,,,,
Wiping,Security+ Glossary,,,,,,,,
Wireless,,ESET 0181 Terms,,,,,,,
Wireless scanners,Security+ Glossary,,,,,,,,
Wireless Sensor Networks (WSN),,,,,,,NCAE KU,,
WirelessHART,,ESET 0181 Terms,,,,,,,
World Wide Web (WWW),,ESET 0181 Terms,,,,,,,
Worm,Security+ Glossary,,,,,,,,
Zero-day vulnerability,Security+ Glossary,,,,,,,,
Zigbee,,ESET 0181 Terms,,,,,,,
Zones,,ESET 0181 Terms,,,,,,,
Zwave,,ESET 0181 Terms,,,,,,,
